Logged At,Account Status Type,Identity,Endpoint ID,Endpoint IP Address,Account Authentication,Account TerminateCause,Account Session ID,Audit Session ID,Account Session Time,Network Device Name,Network Device IP,Device Port,Server
23:33.0,Start,kesamss,3C:A9:F4:0F:3A:48,10.1.129.60,RADIUS,,8FC00C51,0a01800a00ddc0005a78a11e,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
22:32.3,Stop,zordicsa,7C:5C:F8:A1:26:B0,10.1.129.52,RADIUS,User Request,8FC00C08,0a01800a00d890005a788700,6626,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
22:16.1,Stop,robowscj,90:2E:1C:94:76:D1,10.1.131.85,RADIUS,User Request,8FC00C36,0a01800a00dbd0005a789829,2220,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
21:36.3,Start,luisija,10:4A:7D:A9:F7:31,10.1.130.66,RADIUS,,8FC00C50,0a01800a00ddb0005a78a0ad,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
20:45.3,Stop,millerj7,E4:A4:71:44:B3:7B,10.1.129.225,RADIUS,User Request,8FC00ADF,0a01800a00c300005a785bc8,17586,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
20:34.6,Start,farmerjl,CC:3D:82:BE:F0:AA,10.1.130.44,RADIUS,,8FC00C4F,0a01800a00dda0005a78a06b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
20:27.7,Start,palmerj1,C4:D9:87:29:B8:E6,10.1.130.43,RADIUS,,8FC00C4E,0a01800a00dd90005a78a066,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
20:25.8,Start,estestr,F0:42:1C:7F:EA:04,10.1.130.42,RADIUS,,8FC00C4D,0a01800a00dd80005a78a066,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
20:03.4,Start,staffoj,C4:D9:87:F4:C2:1B,10.1.130.41,RADIUS,,8FC00C4C,0a01800a00dd70005a78a034,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
19:42.8,Stop,Livingtw,CC:2F:71:07:C3:8F,10.1.129.213,RADIUS,Idle Timeout,8FC00AD6,0a01800a00c220005a785ad0,17770,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
19:34.1,Start,Quatrojd,84:3A:4B:01:9E:8C,10.1.130.36,RADIUS,,8FC00C4B,0a01800a00dd60005a78a031,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
16:37.5,Stop,kingar,E8:B1:FC:8C:AD:02,10.1.129.147,RADIUS,User Request,8FC00B72,0a01800a00cda0005a7868dd,13990,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
16:10.8,Stop,encarnef,10:4A:7D:BC:D5:CC,10.1.128.134,RADIUS,User Request,8FC00A66,0a01800a00b9f0005a7854ef,19064,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
13:12.8,Stop,barilcl,E4:70:B8:D6:FC:45,10.1.129.40,RADIUS,Idle Timeout,8FC00931,0a01800a00a2e0005a7726d4,96226,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
12:39.1,Stop,gruberrj,90:2E:1C:94:77:26,10.1.130.165,RADIUS,User Request,8FC00A07,0a01800a00b2c0005a784bd9,21178,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
11:42.7,Stop,estestr,F0:42:1C:7F:EA:04,10.1.132.84,RADIUS,Idle Timeout,8FC00A20,0a01800a00b420005a784fb9,20089,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
10:32.2,Stop,wildmadb,10:4A:7D:AA:1F:81,10.1.129.253,RADIUS,User Request,8FC00BDD,0a01800a00d550005a787c6a,8618,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
10:13.3,Start,pallaspn,174.200.21.176,10.1.131.96,RADIUS,,8FC00C4A,0a01800a00dd50005a789e03,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
08:37.9,Stop,farmerjl,CC:3D:82:BE:F0:AA,10.1.131.14,RADIUS,User Request,8FC00C2E,0a01800a00db50005a7893d0,2512,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
08:18.4,Stop,alagarr,90:61:AE:54:FC:B8,10.1.131.15,RADIUS,User Request,8FC00C30,0a01800a00db70005a7894b8,2262,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
07:53.9,Start,corsonmj,44:39:C4:59:A3:6A,10.1.131.95,RADIUS,,8FC00C49,0a01800a00dd40005a789d74,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
07:31.7,Start,martinse,60:67:20:DF:46:64,10.1.131.94,RADIUS,,8FC00C48,0a01800a00dd30005a789d5d,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
07:26.3,Start,navarrj,C4:D9:87:5F:82:41,10.1.131.93,RADIUS,,8FC00C47,0a01800a00dd20005a789d5b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:40.9,Start,phillimc,BC:A8:A6:4F:12:76,10.1.131.92,RADIUS,,8FC00C46,0a01800a00dd10005a789d2c,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:25.0,Start,BATESDA,80:00:0B:9A:3D:64,10.1.131.91,RADIUS,,8FC00C45,0a01800a00dd00005a789d1e,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
05:50.0,Start,blevintb,E8:B1:FC:4B:5A:00,10.1.131.90,RADIUS,,8FC00C44,0a01800a00dcf0005a789cfb,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
05:12.7,Stop,KUNTALS,80:00:0B:D6:53:26,10.1.131.58,RADIUS,Idle Timeout,8FC00B28,0a01800a00c840005a78607d,15447,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:29.3,Start,moraleme,10:4A:7D:C3:0E:0B,10.1.131.89,RADIUS,,8FC00C43,0a01800a00dce0005a789c2d,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:00.9,Start,halerf,F0:42:1C:B5:55:B8,10.1.131.88,RADIUS,,8FC00C42,0a01800a00dcd0005a789c13,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:59.7,Start,lindseck,CC:3D:82:BE:F0:9B,10.1.131.87,RADIUS,,8FC00C41,0a01800a00dcc0005a789c12,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:42.7,Stop,ruoffde,3C:A9:F4:13:39:14,10.1.130.173,RADIUS,Idle Timeout,8FC00B01,0a01800a00c5d0005a785df8,15883,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:12.7,Stop,hacketz,CC:2F:71:08:04:BC,10.1.130.243,RADIUS,Idle Timeout,8FC00BEE,0a01800a00d680005a78801e,7108,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
00:52.5,Stop,delisirj,10:4A:7D:C2:66:EA,10.1.130.30,RADIUS,User Request,8FC00BFA,0a01800a00d760005a788509,5832,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
58:44.7,Stop,reedae,F0:42:1C:B4:36:33,10.1.128.152,RADIUS,User Request,8FC00C35,0a01800a00dbc0005a78979a,949,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
58:22.7,Start,hilberml,F0:42:1C:B5:0D:6F,10.1.128.155,RADIUS,,8FC00C40,0a01800a00dcb0005a789b32,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
57:42.7,Stop,guempeve,90:2E:1C:8F:01:A1,10.1.128.144,RADIUS,Idle Timeout,8FC00B94,0a01800a00d000005a786dc4,11599,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
57:13.3,Start,shellmtp,E8:B1:FC:6E:C1:C5,10.1.132.146,RADIUS,,8FC00C3F,0a01800a00dc90005a789af3,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
56:36.7,Start,bellinp,7C:5C:F8:B8:E5:39,10.1.132.145,RADIUS,,8FC00C3E,0a01800a00dc80005a789ad0,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
55:56.6,Start,gwaraje,18:DB:F2:3E:4B:4D,10.1.132.144,RADIUS,,8FC00C3D,0a01800a00dc60005a789aa8,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
55:37.1,Start,englanr,3C:A9:F4:0F:3C:54,10.1.132.143,RADIUS,,8FC00C3C,0a01800a00dc50005a789a92,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
53:27.0,Start,gunderr,10:4A:7D:BD:D0:B7,10.1.132.142,RADIUS,,8FC00C3B,0a01800a00dc20005a789a13,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
52:49.7,Start,davisj5,7C:5C:F8:C2:D4:77,10.1.132.141,RADIUS,,8FC00C3A,0a01800a00dc10005a7899ee,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
52:40.9,Stop,ellismj,84:3A:4B:1F:31:48,10.1.132.96,RADIUS,User Request,8FC00A2D,0a01800a00b540005a78511b,18633,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
52:08.3,Stop,huftondj,C4:D9:87:16:F3:55,10.1.132.115,RADIUS,User Request,8FC00B8E,0a01800a00cf90005a786c8c,11576,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
51:53.8,Stop,victorr,C4:D9:87:5F:90:6F,10.1.129.252,RADIUS,User Request,8FC00BAF,0a01800a00d1d0005a787138,10349,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
50:07.7,Start,gatesfj,80:00:0B:8B:52:C2,10.1.128.154,RADIUS,,8FC00C39,0a01800a00dc00005a78994b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
49:36.6,Start,jonesja,CC:3D:82:FC:2B:C8,10.1.128.153,RADIUS,,8FC00C38,0a01800a00dbf0005a78992e,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:42.7,Stop,navars,C4:D9:87:49:0B:1F,10.1.128.148,RADIUS,Idle Timeout,8FC00BE6,0a01800a00d600005a787e0d,6830,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:12.7,Stop,rosag1,F0:42:1C:B5:56:1C,10.1.129.215,RADIUS,Idle Timeout,8FC00AD8,0a01800a00c260005a785ad7,15813,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
46:02.7,Start,AWW\wehmeyca,8C:C1:21:A3:BF:A7,10.1.131.86,RADIUS,,8FC00C37,0a01800a00dbe0005a789856,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
45:16.2,Start,robowscj,90:2E:1C:94:76:D1,10.1.131.85,RADIUS,,8FC00C36,0a01800a00dbd0005a789829,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
45:16.2,Stop,johnseae,8C:70:5A:D1:B9:B4,10.1.130.158,RADIUS,User Request,8FC009E1,0a01800a00b030005a7841b9,22126,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
43:42.6,Stop,perryjf,C4:D9:87:49:69:61,10.1.131.81,RADIUS,Idle Timeout,8FC00C11,0a01800a00d920005a788aab,3361,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
43:12.6,Stop,carlucss,90:2E:1C:8F:02:91,10.1.132.104,RADIUS,Idle Timeout,8FC00B4B,0a01800a00cab0005a786407,13222,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:55.1,Start,reedae,F0:42:1C:B4:36:33,10.1.128.152,RADIUS,,8FC00C35,0a01800a00dbc0005a78979a,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:42.6,Stop,bordfec,8C:70:5A:D1:BC:28,10.1.128.138,RADIUS,Idle Timeout,8FC00B64,0a01800a00ccc0005a786724,12395,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:37.0,Start,gedricrj,8C:70:5A:6C:A1:70,10.1.131.84,RADIUS,,8FC00C34,0a01800a00dbb0005a789787,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:33.2,Stop,bulerml,F0:42:1C:7F:EA:0E,10.1.130.164,RADIUS,User Request,8FC00A06,0a01800a00b2a0005a784bd0,19378,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
39:39.5,Stop,parikhar,D4:81:D7:91:35:1E,10.1.130.254,RADIUS,User Request,8FC00C1B,0a01800a00da20005a788d8c,2380,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
36:42.6,Stop,beckdj,E8:B1:FC:8D:2C:FF,10.1.129.53,RADIUS,Idle Timeout,8FC00C09,0a01800a00d8a0005a78870f,3856,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
36:42.6,Stop,adaoje,90:2E:1C:94:93:C8,10.1.129.51,RADIUS,Idle Timeout,8FC00C07,0a01800a00d880005a7886fe,3882,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
33:51.3,Start,finkmj,E8:B1:FC:9B:7B:93,10.1.131.83,RADIUS,,8FC00C33,0a01800a00dba0005a78957b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
32:11.4,Start,staffojr,CC:3D:82:23:41:F5,10.1.131.82,RADIUS,,8FC00C32,0a01800a00db80005a7894c7,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
31:14.1,Start,garciamd,C4:D9:87:48:D0:5A,10.1.131.16,RADIUS,,8FC00C31,0a01800a00db90005a7894dc,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
30:36.2,Start,alagarr,90:61:AE:54:FC:B8,10.1.131.15,RADIUS,,8FC00C30,0a01800a00db70005a7894b8,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
29:32.8,Start,mcbayde,84:3A:4B:01:72:94,10.1.130.246,RADIUS,,8FC00C2F,0a01800a00db60005a789475,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
28:12.6,Stop,LEEPERSE,28:16:AD:93:73:8F,10.1.130.239,RADIUS,Idle Timeout,8FC00BC5,0a01800a00d360005a7876d6,7507,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
27:09.7,Stop,notaraja,58:91:CF:17:D8:F6,10.1.130.40,RADIUS,User Request,8FC00C2D,0a01800a00db40005a78936d,122,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
26:45.6,Start,farmerjl,CC:3D:82:BE:F0:AA,10.1.131.14,RADIUS,,8FC00C2E,0a01800a00db50005a7893d0,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
25:42.6,Stop,baileyds,F0:42:1C:B4:16:49,10.1.131.8,RADIUS,Idle Timeout,8FC00B7C,0a01800a00ce40005a786971,10785,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
25:07.5,Start,notaraja,58:91:CF:17:D8:F6,10.1.130.40,RADIUS,,8FC00C2D,0a01800a00db40005a78936d,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
25:02.3,Stop,easts,F0:42:1C:7F:E5:1D,10.1.130.37,RADIUS,User Request,8FC00C27,0a01800a00dae0005a789214,342,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
24:59.8,Start,rosag1,F0:42:1C:B5:56:1C,10.1.130.39,RADIUS,,8FC00C2C,0a01800a00db30005a789367,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
24:35.0,Start,moorer4,28:16:AD:85:AE:B7,10.1.130.38,RADIUS,,8FC00C2B,0a01800a00db20005a78934f,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
24:12.6,Stop,jucht2,10:0B:A9:D0:8A:E8,10.1.129.217,RADIUS,Idle Timeout,8FC00ADA,0a01800a00c250005a785ad5,14432,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
23:40.6,Stop,arcangr,00:15:FF:49:26:50,10.1.131.12,RADIUS,User Request,8FC00C1D,0a01800a00da40005a788de5,1331,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
22:43.6,Start,grondim,C4:D9:87:5F:54:E7,10.1.129.59,RADIUS,,8FC00C2A,0a01800a00db10005a7892df,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
22:36.5,Start,manessbw,60:67:20:7F:ED:C8,10.1.129.58,RADIUS,,8FC00C29,0a01800a00db00005a7892da,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
21:29.4,Stop,youngj1,3C:A9:F4:64:52:74,10.1.128.201,RADIUS,User Request,8FC00C14,0a01800a00d950005a788b56,1855,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
21:15.8,Start,arndtdc,90:2E:1C:94:93:AA,10.1.130.140,RADIUS,,8FC00C28,0a01800a00daf0005a789287,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
20:12.5,Stop,carterma,C4:D9:87:C8:FB:9F,10.1.130.139,RADIUS,Session Timeout,8FC0082D,0a01800a008f80005a75ef3d,172810,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
19:20.3,Start,easts,F0:42:1C:7F:E5:1D,10.1.130.37,RADIUS,,8FC00C27,0a01800a00dae0005a789214,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
16:40.7,Start,colemat,AC:ED:5C:79:0C:B1,10.1.130.35,RADIUS,,8FC00C26,0a01800a00dad0005a789176,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
16:27.7,Stop,WestbyD,F4:8C:50:7D:32:BE,10.1.130.32,RADIUS,User Request,8FC00BFC,0a01800a00d780005a78850a,3161,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:51.6,Start,bradshdr,90:2E:1C:94:77:8A,10.1.129.57,RADIUS,,8FC00C25,0a01800a00dac0005a789143,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:07.5,Start,bibbcaan,D4:81:D7:5F:3A:C3,10.1.129.56,RADIUS,,8FC00C24,0a01800a00dab0005a789119,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
14:31.7,Start,beamanc,8C:70:5A:D9:57:BC,10.1.129.55,RADIUS,,8FC00C23,0a01800a00daa0005a7890ef,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
14:08.7,Start,picketl,90:2E:1C:20:38:7F,10.1.129.54,RADIUS,,8FC00C22,0a01800a00da90005a7890dd,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
13:12.5,Stop,nokoviam,28:16:AD:7E:EF:F0,10.1.129.33,RADIUS,Idle Timeout,8FC00BBE,0a01800a00d2f0005a787471,7220,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
11:31.0,Stop,cruzf,CC:3D:82:BF:11:07,10.1.130.16,RADIUS,User Request,8FC00B56,0a01800a00cb80005a7864f8,11079,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
09:56.2,Start,beckdj,E8:B1:FC:8D:2C:FF,10.1.132.140,RADIUS,,8FC00C21,0a01800a00da80005a788fe2,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
07:20.2,Stop,almodom,F0:D5:BF:D9:02:C9,10.1.132.90,RADIUS,User Request,8FC00A26,0a01800a00b4d0005a785018,16172,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:42.5,Stop,anderse,58:91:CF:17:E0:17,10.1.130.172,RADIUS,Idle Timeout,8FC00B00,0a01800a00c5b0005a785df0,12592,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:12.5,Stop,pintonm,C4:D9:87:7E:1D:82,10.1.130.174,RADIUS,Idle Timeout,8FC00B02,0a01800a00c5c0005a785df5,12552,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:02.1,Start,haackr,84:3A:4B:01:53:3C,10.1.130.34,RADIUS,,8FC00C20,0a01800a00da70005a788ef5,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:01.1,Stop,elmerdj,80:00:0B:81:1A:3C,10.1.129.238,RADIUS,User Request,8FC00AEA,0a01800a00c410005a785c44,12976,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
05:37.7,Start,marshacl,10:0B:A9:BB:F1:BC,10.1.130.65,RADIUS,,8FC00C1F,0a01800a00da60005a788edc,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
04:36.9,Start,ziegerm,84:3A:4B:1F:43:C4,10.1.130.64,RADIUS,,8FC00C1E,0a01800a00da50005a788e88,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:41.1,Stop,stewarpd,C4:D9:87:C8:EF:C4,10.1.130.58,RADIUS,User Request,8FC00B15,0a01800a00c6f0005a785e7a,12208,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:29.4,Start,arcangr,00:15:FF:49:26:50,10.1.131.12,RADIUS,,8FC00C1D,0a01800a00da40005a788de5,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:00.2,Start,VENTROKM,C4:D9:87:34:4A:40,10.1.131.1,RADIUS,,8FC00C1C,0a01800a00da30005a788dc9,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:59.6,Start,parikhar,D4:81:D7:91:35:1E,10.1.130.254,RADIUS,,8FC00C1B,0a01800a00da20005a788d8c,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:10.9,Start,wernerde,58:91:CF:17:E0:3A,10.1.130.253,RADIUS,,8FC00C1A,0a01800a00da10005a788d59,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:08.0,Start,santoyg,C4:D9:87:49:37:70,10.1.130.252,RADIUS,,8FC00C19,0a01800a00da00005a788d57,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
57:55.8,Stop,JOYNERC,80:00:0B:D0:7B:86,10.1.130.207,RADIUS,User Request,8FC00B38,0a01800a00c960005a78610e,11264,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
57:15.0,Stop,picketl,90:2E:1C:20:38:7F,10.1.128.220,RADIUS,User Request,8FC00AA8,0a01800a00bec0005a7858f9,13294,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
55:28.9,Start,purcelr,80:00:0B:5F:AC:A8,10.1.130.33,RADIUS,,8FC00C18,0a01800a00d9f0005a788c61,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
54:12.4,Stop,halerf,F0:42:1C:B5:55:B8,10.1.129.120,RADIUS,Idle Timeout,8FC00A9B,0a01800a00bde0005a7857f0,13376,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
54:00.6,Start,jucht2,10:0B:A9:D0:8A:E8,10.1.131.215,RADIUS,,8FC00C17,0a01800a00d9e0005a788c25,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
53:50.0,Start,carlsoj,F0:1F:AF:6E:F3:56,10.1.131.214,RADIUS,,8FC00C16,0a01800a00d9d0005a788c1b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
53:12.4,Stop,moorer4,28:16:AD:85:AE:B7,10.1.131.211,RADIUS,Idle Timeout,8FC00BD5,0a01800a00d480005a787a4c,4521,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
51:03.1,Start,delgadc,EC:F4:BB:66:BC:F6,10.1.129.23,RADIUS,,8FC00C15,0a01800a00d960005a788b74,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
50:34.3,Start,youngj1,3C:A9:F4:64:52:74,10.1.128.201,RADIUS,,8FC00C14,0a01800a00d950005a788b56,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
49:43.2,Stop,drewesme,80:00:0B:A8:11:28,10.1.128.199,RADIUS,User Request,8FC00B7D,0a01800a00ce60005a786986,8605,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
49:10.1,Start,horvatm,60:57:18:CE:75:2F,10.1.130.251,RADIUS,,8FC00C13,0a01800a00d940005a788afd,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
49:02.1,Start,hedgessl,90:61:AE:48:AF:2B,10.1.130.250,RADIUS,,8FC00C12,0a01800a00d930005a788afa,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:57.9,Stop,gilliatm,34:E6:D7:01:CD:8C,10.1.130.157,RADIUS,User Request,8FC009E0,0a01800a00b020005a7841a2,18711,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:41.7,Start,perryjf,C4:D9:87:49:69:61,10.1.131.81,RADIUS,,8FC00C11,0a01800a00d920005a788aab,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:15.0,Stop,parikhar,D4:81:D7:91:35:1E,10.1.131.69,RADIUS,User Request,8FC00B69,0a01800a00cd10005a786837,8793,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
46:18.2,Start,debartsm,C4:D9:87:F6:C2:7D,10.1.130.124,RADIUS,,8FC00C10,0a01800a00d910005a788a56,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
46:08.0,Start,sladekbe,F4:8C:50:7E:4E:BA,10.1.130.123,RADIUS,,8FC00C0F,0a01800a00d900005a788a4b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
44:42.4,Stop,nievesga,28:16:AD:93:DB:7C,10.1.130.121,RADIUS,Idle Timeout,8FC00BF4,0a01800a00d6e0005a7881bf,2105,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
43:31.1,Start,randolma,10:4A:7D:BC:E2:24,10.1.130.249,RADIUS,,8FC00C0E,0a01800a00d8f0005a7889af,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
43:13.8,Start,johnsoc,10:4A:7D:BD:B5:B9,10.1.130.245,RADIUS,,8FC00C0D,0a01800a00d8e0005a78899f,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:37.0,Stop,mcilhafc,F0:42:1C:D3:AF:3B,10.1.130.199,RADIUS,User Request,8FC00B35,0a01800a00c930005a786104,10357,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:24.7,Start,rutkown1,7C:5C:F8:C2:DA:12,10.1.129.22,RADIUS,,8FC00C0C,0a01800a00d8d0005a78896d,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
40:47.1,Stop,debartsm,C4:D9:87:F6:C2:7D,10.1.129.10,RADIUS,User Request,8FC00BA7,0a01800a00d140005a78705a,6320,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
39:16.5,Start,ZITOv1,28:F1:0E:00:D5:13,10.1.130.244,RADIUS,,8FC00C0B,0a01800a00d8c0005a7888b0,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
39:05.4,Stop,derasl,80:00:0B:BB:F0:71,10.1.130.187,RADIUS,User Request,8FC0094D,0a01800a00a4f0005a77438f,83217,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
38:56.9,Start,jurpalsf,AC:7B:A1:DE:87:E4,10.1.131.9,RADIUS,,8FC00C0A,0a01800a00d8b0005a78889e,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
38:25.3,Stop,hannaht,10:4A:7D:C2:71:4E,10.1.131.4,RADIUS,User Request,8FC00B78,0a01800a00ce00005a786935,8009,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
38:12.4,Stop,pennocle,90:2E:1C:8F:0B:74,10.1.130.3,RADIUS,Idle Timeout,8FC00BE1,0a01800a00d590005a787caf,3003,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
