Client User Name,Client Host,Client Host Groups,Server Host,Server Host Groups,Duration,Application,Service Summary,Total Traffic (bps),Total Bytes,Total Packets,Start Active Time,Client Bytes,Client Ratio (%),Server Bytes,First Client Port Seen,Server Port
,10.138.137.179,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 39 minutes,Undefined TCP,Undefined TCP (2000/tcp),83.02702702702703,2304,48,"Nov 18, 2017 3:30:24 PM",1472,63.8889,832,51605,2000
,10.138.137.184,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 39 minutes,Undefined TCP,Undefined TCP (2000/tcp),81.5575221238938,2304,48,"Nov 18, 2017 3:30:32 PM",1472,63.8889,832,50590,2000
,10.138.137.99,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),80.48908296943232,2304,48,"Nov 18, 2017 3:30:53 PM",1472,63.8889,832,49434,2000
,10.138.137.171,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),77.4453781512605,2304,48,"Nov 18, 2017 3:31:03 PM",1472,63.8889,832,49216,2000
,10.138.137.176,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),82.65470852017937,2304,48,"Nov 18, 2017 3:30:49 PM",1472,63.8889,832,49220,2000
,10.138.137.174,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),84.16438356164383,2304,48,"Nov 18, 2017 3:30:53 PM",1472,63.8889,832,49216,2000
,10.138.137.92,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),80.13913043478261,2304,48,"Nov 18, 2017 3:31:04 PM",1472,63.8889,832,52035,2000
,10.138.137.94,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),80.84210526315789,2304,48,"Nov 18, 2017 3:31:12 PM",1472,63.8889,832,49220,2000
,10.138.137.95,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),81.5575221238938,2304,48,"Nov 18, 2017 3:31:12 PM",1472,63.8889,832,49216,2000
,10.138.137.172,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),81.92,2304,48,"Nov 18, 2017 3:31:13 PM",1472,63.8889,832,49804,2000
,10.138.137.98,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),78.43404255319149,2304,48,"Nov 18, 2017 3:31:30 PM",1472,63.8889,832,49152,2000
,10.138.137.91,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 37 minutes,Undefined TCP,Undefined TCP (2000/tcp),81.5575221238938,2304,48,"Nov 18, 2017 3:31:47 PM",1472,63.8889,832,49703,2000
,10.138.137.178,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 37 minutes,Undefined TCP,Undefined TCP (2000/tcp),87.35545023696683,2304,48,"Nov 18, 2017 3:31:39 PM",1472,63.8889,832,52555,2000
,10.138.137.180,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",81 days 34 minutes,Undefined TCP,Undefined TCP (2000/tcp),84.94009216589862,2304,48,"Nov 18, 2017 3:34:56 PM",1472,63.8889,832,49152,2000
,10.138.164.174,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",80 days 7 hours 36 minutes,Undefined TCP,Undefined TCP (2000/tcp),87.35545023696683,2304,48,"Nov 19, 2017 8:32:36 AM",1472,63.8889,832,49152,2000
,10.138.65.102,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",79 days 5 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),78.43404255319149,2304,48,"Nov 20, 2017 10:51:59 AM",1472,63.8889,832,49152,2000
,10.138.65.145,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",79 days 5 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),78.76923076923077,2304,48,"Nov 20, 2017 10:52:00 AM",1472,63.8889,832,49152,2000
,10.137.65.111,"VLAN, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",79 days 5 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),80.48908296943232,2304,48,"Nov 20, 2017 10:52:00 AM",1472,63.8889,832,49771,2000
,10.138.65.157,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",79 days 5 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),87.77142857142857,2304,48,"Nov 20, 2017 10:51:44 AM",1472,63.8889,832,49152,2000
,10.138.65.153,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",79 days 5 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),84.16438356164383,2304,48,"Nov 20, 2017 10:52:00 AM",1472,63.8889,832,49152,2000
,10.138.65.101,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",79 days 5 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),86.53521126760563,2304,48,"Nov 20, 2017 10:51:57 AM",1472,63.8889,832,49152,2000
,10.138.65.106,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",79 days 5 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),85.33333333333333,2304,48,"Nov 20, 2017 10:52:26 AM",1472,63.8889,832,49152,2000
,10.125.7.100,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",72 days 5 hours 5 minutes,Undefined TCP,Undefined TCP (2000/tcp),83.02702702702703,2304,48,"Nov 27, 2017 11:04:02 AM",1472,63.8889,832,49152,2000
,10.125.7.101,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",72 days 5 hours 5 minutes,Undefined TCP,Undefined TCP (2000/tcp),81.19823788546256,2304,48,"Nov 27, 2017 11:04:11 AM",1472,63.8889,832,49152,2000
,10.125.113.6,"GARAGE, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",70 days,Undefined TCP,Undefined TCP (2000/tcp),78.76923076923077,2304,48,"Nov 29, 2017 4:09:26 PM",1472,63.8889,832,49155,2000
,10.138.193.18,Catch All,10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",69 days 6 hours 22 minutes,Undefined TCP,Undefined TCP (2000/tcp),86.13084112149532,2304,48,"Nov 30, 2017 9:47:19 AM",1472,63.8889,832,49555,2000
,10.125.7.171,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",65 days 3 hours 43 minutes,Undefined TCP,Undefined TCP (2000/tcp),79.10729613733906,2304,48,"Dec 4, 2017 12:25:59 PM",1472,63.8889,832,51417,2000
,10.125.47.158,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",65 days 2 hours 57 minutes,Undefined TCP,Undefined TCP (2000/tcp),77.4453781512605,2304,48,"Dec 4, 2017 1:12:00 PM",1472,63.8889,832,51275,2000
,10.125.47.143,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",65 days 2 hours 57 minutes,Undefined TCP,Undefined TCP (2000/tcp),84.94009216589862,2304,48,"Dec 4, 2017 1:12:19 PM",1472,63.8889,832,49310,2000
,10.125.47.152,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",65 days 2 hours 56 minutes,Undefined TCP,Undefined TCP (2000/tcp),80.84210526315789,2304,48,"Dec 4, 2017 1:12:50 PM",1472,63.8889,832,52977,2000
,10.125.47.140,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",65 days 2 hours 56 minutes,Undefined TCP,Undefined TCP (2000/tcp),79.44827586206897,2304,48,"Dec 4, 2017 1:13:00 PM",1472,63.8889,832,50569,2000
,10.125.47.150,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",65 days 2 hours 56 minutes,Undefined TCP,Undefined TCP (2000/tcp),79.44827586206897,2304,48,"Dec 4, 2017 1:13:06 PM",1472,63.8889,832,52881,2000
,10.125.47.159,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",65 days 2 hours 56 minutes,Undefined TCP,Undefined TCP (2000/tcp),80.84210526315789,2304,48,"Dec 4, 2017 1:13:08 PM",1472,63.8889,832,51822,2000
,10.90.51.187,"VOICE, OFFICE",10.2.72.17,"VoIP System, NJ-HADDON-DTACTR",62 days 6 hours 16 minutes,Undefined TCP,Undefined TCP (2000/tcp),86.94339622641509,2304,48,"Dec 7, 2017 9:52:58 AM",1472,63.8889,832,52454,2000
,10.138.86.171,"VOICE, WTRTRTPLT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",58 days 11 hours 31 minutes,Undefined TCP,Undefined TCP (2000/tcp),77.1213389121339,2304,48,"Dec 11, 2017 4:38:27 AM",1472,63.8889,832,51318,2000
,10.138.86.174,"VOICE, WTRTRTPLT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",58 days 11 hours 31 minutes,Undefined TCP,Undefined TCP (2000/tcp),83.4027149321267,2304,48,"Dec 11, 2017 4:38:15 AM",1472,63.8889,832,51261,2000
,10.138.86.172,"VOICE, WTRTRTPLT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",58 days 11 hours 31 minutes,Undefined TCP,Undefined TCP (2000/tcp),86.94339622641509,2304,48,"Dec 11, 2017 4:38:08 AM",1472,63.8889,832,51319,2000
,10.138.86.175,"VOICE, WTRTRTPLT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",58 days 11 hours 31 minutes,Undefined TCP,Undefined TCP (2000/tcp),86.13084112149532,2304,48,"Dec 11, 2017 4:38:31 AM",1472,63.8889,832,51318,2000
,10.125.13.101,"VOICE, MULT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",56 days 3 hours 31 minutes,Undefined TCP,Undefined TCP (2000/tcp),78.43404255319149,2304,48,"Dec 13, 2017 12:38:50 PM",1472,63.8889,832,51314,2000
,10.125.16.210,"VOICE, MULT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",56 days 3 hours 4 minutes,Undefined TCP,Undefined TCP (2000/tcp),84.55045871559633,2304,48,"Dec 13, 2017 1:05:35 PM",1472,63.8889,832,52444,2000
,10.138.134.95,"VOICE, WTRTRTPLT",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",53 days 3 hours 35 minutes,Undefined TCP,Undefined TCP (2000/tcp),79.10729613733906,2304,48,"Dec 16, 2017 12:34:03 PM",1472,63.8889,832,52053,2000
,10.138.134.174,"VOICE, WTRTRTPLT",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",53 days 3 hours 35 minutes,Undefined TCP,Undefined TCP (2000/tcp),86.53521126760563,2304,48,"Dec 16, 2017 12:34:10 PM",1472,63.8889,832,52331,2000
,10.1.69.162,PA-HERSHEY-DTACTR,10.1.70.26,"PA-HERSHEY-DTACTR, DB Servers",52 days 8 hours 17 minutes,Undefined TCP,Undefined TCP (50004/tcp),77.73839662447257,2303,21,"Dec 17, 2017 7:52:37 AM",1428,62.0061,875,51997,50004
,10.252.2.5,NY - LI Plant 5 NAT,10.253.20.21,NY Cellular Modems,83 days 7 minutes,Undefined TCP,Undefined TCP (502/tcp),83.72602739726027,2292,43,"Nov 16, 2017 4:02:02 PM",2292,100,0,62417,502
,10.1.9.111,"PA-HERSHEY-DTACTR, Systems Management",10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 17 minutes,Undefined TCP,Undefined TCP (45000/tcp),80.28070175438596,2288,44,"Nov 9, 2017 12:52:12 PM",2288,100,0,60484,45000
,10.1.66.153,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 17 minutes,Undefined TCP,Undefined TCP (45000/tcp),98.94054054054054,2288,44,"Nov 9, 2017 12:51:53 PM",2288,100,0,62011,45000
,10.1.66.180,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 14 minutes,Undefined TCP,Undefined TCP (45000/tcp),79.93013100436681,2288,44,"Nov 9, 2017 12:55:11 PM",2288,100,0,65226,45000
,10.1.66.148,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 13 minutes,Undefined TCP,Undefined TCP (45000/tcp),76.5857740585774,2288,44,"Nov 9, 2017 12:56:11 PM",2288,100,0,61811,45000
,10.1.9.58,"PA-HERSHEY-DTACTR, Systems Management",10.0.9.178,Catch All,52 days 12 hours 4 minutes,SNMP (unclassified),snmp (161/udp),102.65168539325843,2284,25,"Dec 17, 2017 4:04:53 AM",2284,100,0,62880,161
,10.2.72.18,"VoIP System, NJ-HADDON-DTACTR",10.1.72.15,"PA-HERSHEY-DTACTR, VoIP System",273 days 12 hours 22 minutes,Undefined TCP,shoutcast (8002/tcp),77.28813559322033,2280,38,"May 10, 2017 4:47:29 AM",2280,100,0,41684,8002
,10.2.72.18,"VoIP System, NJ-HADDON-DTACTR",10.1.72.16,"PA-HERSHEY-DTACTR, VoIP System",161 days 10 hours 33 minutes,Undefined TCP,shoutcast (8002/tcp),77.28813559322033,2280,38,"Aug 30, 2017 6:35:59 AM",2280,100,0,50499,8002
,10.1.74.69,"Security, PA-HERSHEY-DTACTR",10.251.0.198,Security Cellular,128 days 9 hours 21 minutes,Undefined TCP,Undefined TCP (61616/tcp),78.28326180257511,2280,38,"Oct 2, 2017 7:48:36 AM",2280,100,0,40862,61616
,10.1.102.26,PA-HERSHEY-DTACTR,10.1.9.12,"PA-HERSHEY-DTACTR, Systems Management",108 days 12 hours 58 minutes,Undefined TCP,Undefined TCP (5723/tcp),87.27272727272727,2280,11,"Oct 22, 2017 4:11:09 AM",1700,74.5614,580,49176,5723
,10.6.68.126,PA-HERSHEY-NONPROD,10.1.68.132,PA-HERSHEY-DTACTR,52 days 8 hours 14 minutes,Undefined TCP,Undefined TCP (50004/tcp),76.28451882845188,2279,23,"Dec 17, 2017 7:55:23 AM",1488,65.2918,791,62687,50004
,10.90.128.133,IL-ALTON-CSC,10.1.9.12,"PA-HERSHEY-DTACTR, Systems Management",427 days 11 hours 56 minutes,Undefined TCP,Undefined TCP (5723/tcp),97.45454545454545,2278,15,"Dec 7, 2016 4:12:29 AM",0,0,2278,53573,5723
,10.1.74.33,"Security, PA-HERSHEY-DTACTR",10.225.154.51,Security,113 days 40 minutes,Undefined TCP,rtsp (554/tcp),83.14155251141553,2276,14,"Oct 17, 2017 4:28:53 PM",1160,50.9666,1116,38193,554
,10.1.74.33,"Security, PA-HERSHEY-DTACTR",10.225.154.50,Security,113 days 40 minutes,Undefined TCP,rtsp (554/tcp),83.90783410138249,2276,14,"Oct 17, 2017 4:28:56 PM",1160,50.9666,1116,59896,554
,10.6.75.44,PA-HERSHEY-NONPROD,10.1.9.12,"PA-HERSHEY-DTACTR, Systems Management",433 days 17 hours 18 minutes,Undefined TCP,Undefined TCP (5723/tcp),76.11715481171548,2274,11,"Nov 30, 2016 10:51:19 PM",1696,74.5822,578,65445,5723
,10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",10.2.72.16,"VoIP System, NJ-HADDON-DTACTR",162 days 17 hours 39 minutes,Undefined TCP,shoutcast (8002/tcp),81.21428571428571,2274,38,"Aug 28, 2017 11:30:00 PM",2274,100,0,54334,8002
,10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",10.2.72.16,"VoIP System, NJ-HADDON-DTACTR",162 days 13 hours 48 minutes,Undefined TCP,shoutcast (8003/tcp),81.21428571428571,2274,38,"Aug 29, 2017 3:21:18 AM",2274,100,0,37664,8003
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.225.201.56,"Security, WTRTRTPLT",94 days 14 hours 9 minutes,HTTP (unclassified),http (80/tcp),77.27659574468085,2270,18,"Nov 5, 2017 2:00:41 AM",750,33.0396,1520,29817,80
,10.1.82.15,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 18 minutes,Undefined TCP,Undefined TCP (45000/tcp),75.98326359832636,2270,44,"Nov 9, 2017 12:51:36 PM",2270,100,0,59579,45000
,10.1.74.78,"Security, PA-HERSHEY-DTACTR",10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 17 minutes,Undefined TCP,Undefined TCP (45000/tcp),75.98326359832636,2270,44,"Nov 9, 2017 12:52:45 PM",2270,100,0,63940,45000
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.225.47.175,Security,94 days 14 hours 9 minutes,HTTP (unclassified),http (80/tcp),79.26637554585153,2269,18,"Nov 5, 2017 2:00:29 AM",750,33.0542,1519,29711,80
,10.1.74.69,"Security, PA-HERSHEY-DTACTR",10.225.45.130,"Security, WTRTRTPLT",97 days 7 hours 22 minutes,Undefined TCP,Undefined TCP (61616/tcp),77.87124463519314,2268,35,"Nov 2, 2017 9:47:43 AM",2268,100,0,39639,61616
,10.1.74.33,"Security, PA-HERSHEY-DTACTR",10.238.154.55,Security,102 days 15 hours 5 minutes,Undefined TCP,rtsp (554/tcp),82.0633484162896,2267,14,"Oct 28, 2017 2:03:48 AM",1155,50.9484,1112,57508,554
,10.1.9.109,"PA-HERSHEY-DTACTR, Systems Management",10.6.64.36,PA-HERSHEY-NONPROD,94 days 14 hours 9 minutes,Undefined TCP,nfs (2049/tcp),75.7489539748954,2263,17,"Nov 5, 2017 2:00:31 AM",604,26.6902,1659,863,2049
,10.1.77.152,PA-HERSHEY-DTACTR,10.1.68.132,PA-HERSHEY-DTACTR,52 days 8 hours 14 minutes,Undefined TCP,Undefined TCP (50004/tcp),83.2073732718894,2257,21,"Dec 17, 2017 7:55:33 AM",1632,72.3084,625,63095,50004
,10.1.10.58,PA-HERSHEY-DTACTR,10.1.10.26,PA-HERSHEY-DTACTR,448 days 1 hour 14 minutes,Undefined UDP,Undefined UDP (902/udp),75.83193277310924,2256,24,"Nov 16, 2016 2:55:44 PM",2256,100,0,57368,902
,10.1.10.93,PA-HERSHEY-DTACTR,10.1.10.26,PA-HERSHEY-DTACTR,448 days 1 hour 14 minutes,Undefined UDP,Undefined UDP (902/udp),75.83193277310924,2256,24,"Nov 16, 2016 2:55:48 PM",2256,100,0,54153,902
,10.90.1.85,"SERVERS, OFFICE",10.1.10.26,PA-HERSHEY-DTACTR,448 days 1 hour 14 minutes,Undefined UDP,Undefined UDP (902/udp),78.4695652173913,2256,24,"Nov 16, 2016 2:55:41 PM",2256,100,0,20571,902
,10.1.10.97,PA-HERSHEY-DTACTR,10.1.10.26,PA-HERSHEY-DTACTR,448 days 1 hour 14 minutes,Undefined UDP,Undefined UDP (902/udp),76.15189873417721,2256,24,"Nov 16, 2016 2:55:49 PM",2256,100,0,55806,902
,10.1.10.59,PA-HERSHEY-DTACTR,10.1.10.26,PA-HERSHEY-DTACTR,448 days 1 hour 14 minutes,Undefined UDP,Undefined UDP (902/udp),76.8,2256,24,"Nov 16, 2016 2:55:49 PM",2256,100,0,52653,902
,10.1.10.105,PA-HERSHEY-DTACTR,10.1.10.26,PA-HERSHEY-DTACTR,427 days 11 hours 57 minutes,Undefined UDP,Undefined UDP (902/udp),77.45922746781116,2256,24,"Dec 7, 2016 4:12:45 AM",2256,100,0,57130,902
,10.38.132.6,"SHOP, DIS",10.1.10.26,PA-HERSHEY-DTACTR,239 days 9 hours 54 minutes,Undefined UDP,Undefined UDP (902/udp),76.15189873417721,2256,24,"Jun 13, 2017 7:15:43 AM",2256,100,0,22122,902
,10.25.143.21,Belleville LABS,10.1.10.26,PA-HERSHEY-DTACTR,123 days 23 hours 12 minutes,Undefined UDP,Undefined UDP (902/udp),78.4695652173913,2256,24,"Oct 6, 2017 5:57:10 PM",2256,100,0,55596,902
,10.1.82.17,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 16 minutes,Undefined TCP,Undefined TCP (45000/tcp),100.6927374301676,2253,43,"Nov 9, 2017 12:52:49 PM",2253,100,0,52256,45000
,10.2.72.15,"VoIP System, NJ-HADDON-DTACTR",10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",273 days 12 hours 46 minutes,Undefined TCP,Undefined TCP (9004/tcp),80.42857142857143,2252,38,"May 10, 2017 4:23:23 AM",2252,100,0,57298,9004
,10.2.72.15,"VoIP System, NJ-HADDON-DTACTR",10.1.72.15,"PA-HERSHEY-DTACTR, VoIP System",273 days 12 hours 46 minutes,Undefined TCP,Undefined TCP (9004/tcp),80.42857142857143,2252,38,"May 10, 2017 4:23:23 AM",2252,100,0,56126,9004
,10.0.1.84,Network Devices,10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",448 days 1 hour 13 minutes,Undefined TCP,Undefined TCP (2000/tcp),75.9493670886076,2250,45,"Nov 16, 2016 2:56:09 PM",1470,65.3333,780,56430,2000
,10.0.0.85,Network Devices,10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",158 days 47 minutes,Undefined TCP,Undefined TCP (2000/tcp),76.0677966101695,2244,45,"Sep 2, 2017 4:22:48 PM",1516,67.5579,728,39073,2000
,10.1.73.102,"PA-HERSHEY-DTACTR, Mail Servers",10.1.64.14,PA-HERSHEY-DTACTR,109 days 12 hours 35 minutes,SMB (unclassified),smb (445/tcp),80.14285714285714,2244,21,"Oct 21, 2017 4:33:53 AM",1238,55.1693,1006,39168,445
,10.1.73.78,"PA-HERSHEY-DTACTR, Mail Servers",10.1.64.14,PA-HERSHEY-DTACTR,108 days 16 hours 16 minutes,SMB (unclassified),smb (445/tcp),78.39301310043668,2244,21,"Oct 22, 2017 12:53:15 AM",1238,55.1693,1006,36446,445
,10.2.72.17,"VoIP System, NJ-HADDON-DTACTR",10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",236 days 18 hours 30 minutes,Undefined TCP,Undefined TCP (9004/tcp),74.91213389121339,2238,38,"Jun 15, 2017 10:39:22 PM",2238,100,0,58364,9004
,10.2.72.17,"VoIP System, NJ-HADDON-DTACTR",10.1.72.15,"PA-HERSHEY-DTACTR, VoIP System",236 days 18 hours 30 minutes,Undefined TCP,Undefined TCP (9004/tcp),74.91213389121339,2238,38,"Jun 15, 2017 10:39:22 PM",2238,100,0,42749,9004
,10.1.66.182,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 18 minutes,Undefined TCP,Undefined TCP (45000/tcp),80.57657657657657,2236,43,"Nov 9, 2017 12:51:42 PM",2236,100,0,56246,45000
,10.1.9.58,"PA-HERSHEY-DTACTR, Systems Management",10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 17 minutes,Undefined TCP,Undefined TCP (45000/tcp),75.15966386554622,2236,43,"Nov 9, 2017 12:52:12 PM",2236,100,0,54956,45000
,10.1.74.86,"Security, PA-HERSHEY-DTACTR",10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 17 minutes,Undefined TCP,Undefined TCP (45000/tcp),75.47679324894514,2236,43,"Nov 9, 2017 12:52:19 PM",2236,100,0,51895,45000
,10.1.66.130,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 17 minutes,Undefined TCP,Undefined TCP (45000/tcp),92.6839378238342,2236,43,"Nov 9, 2017 12:52:09 PM",2236,100,0,59801,45000
,10.1.69.39,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 17 minutes,Undefined TCP,Undefined TCP (45000/tcp),89.8894472361809,2236,43,"Nov 9, 2017 12:52:18 PM",2236,100,0,62513,45000
,10.1.66.156,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 16 minutes,Undefined TCP,Undefined TCP (45000/tcp),75.79661016949153,2236,43,"Nov 9, 2017 12:53:42 PM",2236,100,0,51449,45000
,10.1.66.159,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 16 minutes,Undefined TCP,Undefined TCP (45000/tcp),95.65775401069519,2236,43,"Nov 9, 2017 12:52:55 PM",2236,100,0,53365,45000
,10.1.66.198,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 15 minutes,Undefined TCP,Undefined TCP (45000/tcp),78.11353711790393,2236,43,"Nov 9, 2017 12:54:37 PM",2236,100,0,64522,45000
,10.1.66.161,PA-HERSHEY-DTACTR,10.1.201.17,PA-HERSHEY-DTACTR,90 days 3 hours 14 minutes,Undefined TCP,Undefined TCP (45000/tcp),75.47679324894514,2236,43,"Nov 9, 2017 12:55:36 PM",2236,100,0,58384,45000
,10.1.80.40,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.213.35,Catch All,57 days 29 minutes,Undefined TCP,Undefined TCP (38080/tcp),74.89075630252101,2228,46,"Dec 12, 2017 3:40:08 PM",1216,54.5781,1012,55981,38080
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.90.129.60,IL-ALTON-CSC,94 days 14 hours 9 minutes,HTTP (unclassified),http (80/tcp),75.77872340425532,2226,13,"Nov 5, 2017 2:00:29 AM",420,18.8679,1806,29716,80
,10.1.69.171,PA-HERSHEY-DTACTR,10.1.70.26,"PA-HERSHEY-DTACTR, DB Servers",52 days 15 hours 21 minutes,Undefined TCP,xwindows (6001/tcp),75.13924050632912,2226,42,"Dec 17, 2017 12:48:28 AM",1260,56.6038,966,58432,6001
,10.1.74.38,"Security, PA-HERSHEY-DTACTR",10.25.167.9,"IN Fortigate Firewalls, OFFICE, Firewalls, WARSAW",189 days 3 hours 36 minutes,Undefined TCP,Undefined TCP (541/tcp),80.14414414414415,2224,24,"Aug 2, 2017 1:32:49 PM",860,38.6691,1364,52481,541
,10.6.68.162,PA-HERSHEY-NONPROD,10.1.70.26,"PA-HERSHEY-DTACTR, DB Servers",178 days 15 hours 16 minutes,Undefined TCP,xwindows (6001/tcp),74.3765690376569,2222,41,"Aug 13, 2017 1:53:05 AM",1440,64.8065,782,14881,6001
,10.1.77.149,PA-HERSHEY-DTACTR,10.1.70.26,"PA-HERSHEY-DTACTR, DB Servers",171 days 8 hours 58 minutes,Undefined TCP,xwindows (6001/tcp),76.62068965517241,2222,41,"Aug 20, 2017 8:11:52 AM",1440,64.8065,782,59122,6001
,10.1.74.33,"Security, PA-HERSHEY-DTACTR",10.238.56.60,Security,245 days 22 hours 56 minutes,HTTP (unclassified),http (80/tcp),74.30962343096235,2220,37,"Jun 6, 2017 6:13:56 PM",2220,100,0,50905,80
,10.1.74.69,"Security, PA-HERSHEY-DTACTR",10.225.121.5,"Security, GARAGE",80 days 6 hours 2 minutes,Undefined TCP,Undefined TCP (61616/tcp),74.30962343096235,2220,37,"Nov 19, 2017 10:07:14 AM",2220,100,0,42962,61616
