"Logged_At","RADIUS_Status","Identity","Endpoint_ID","Endpoint_Profile","Authorization_Rule","Server","Network_Device","Device_Type","Location","Network_Device_IP","Device_Port","Event","Service_Type","Authentication_Protocol","Credential_Check","Failure_Reason","MapLocation",
"2018-03-21 21:46:34.204","1","taylorka","8C:70:5A:D8:D2:00","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:45:31.444","1","kullda","E4:A4:71:07:9F:40","Microsoft-Workstation","VPN-EMPLOYEE","hsyplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:44:48.011","1","delapamc","E4:A4:71:07:9F:0E","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:42:20.559","1","pirokca","B8:08:CF:F5:7D:50","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:36:00.771","1","pilarcm2","44:39:C4:18:EA:64","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:33:18.485","1","smitha","F0:D5:BF:D8:CE:A8","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:23:50.766","1","stabilj","00:24:D7:F1:9B:90","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:21:50.979","1","johnseae","70:58:12:E3:6C:6C","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:13:03.052","1","bridwelc","10:02:B5:9C:79:6C","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:09:33.37","1","horvatm","60:57:18:CE:75:2F","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 21:01:27.459","1","duncanr1","14:AB:C5:41:85:F2","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:59:26.45","1","garelip","4C:34:88:80:3A:86","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:59:10.549","1","stoneta","80:00:0B:6E:92:2C","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:57:42.685","1","quickj","7C:5C:F8:C2:EC:55","Windows7-Vista-2008","VPN-EMPLOYEE","hsyplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:57:26.902","1","burgesrt","20:C6:EB:0B:75:B4","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:52:20.933","1","magretm","00:21:6A:E5:51:87","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:43:46.333","1","jordanl","44:39:C4:19:54:B8","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:43:09.629","1","hatchems","3C:A9:F4:27:F6:D0","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:42:08.993","1","ferrels","E4:A7:A0:D0:EF:3F","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:41:16.645","1","etedalta","28:16:AD:54:EF:20","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:40:14.784","1","millerr2","80:00:0B:63:EF:98","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:37:48.947","1","borosktc","3C:A9:F4:64:48:A0","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:37:33.591","1","stenzell","E4:A4:71:C8:18:B5","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:35:41.548","1","Braunb","80:00:0B:B9:05:D2","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:35:06.502","1","smitha","F0:D5:BF:D8:CE:A8","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:34:06.786","1","beggsp","D4:81:D7:97:34:FA","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:32:28.578","1","santysc","AC:FD:CE:C4:BD:46","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:30:20.557","1","adamsme","C4:D9:87:5F:33:9A","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:29:23.113","1","salegna","14:AB:C5:A2:80:F0","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:29:21.256","1","lauep","B8:8A:60:92:50:54","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:28:00.697","1","knepptl","C4:D9:87:16:E4:14","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:23:40.267","1","jjembapk","80:00:0B:D1:F4:20","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:22:17.379","1","hoormagj","80:00:0B:B8:F3:3A","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:21:38.32","1","stauffmw","90:61:AE:48:AF:F8","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:09:49.575","1","mcdermgp","10:4A:7D:A9:58:7B","Microsoft-Workstation","VPN-EMPLOYEE","hsyplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:07:23.641","1","mccrohjf","18:5E:0F:C6:D1:0D","Windows7-Vista-2008","VPN-EMPLOYEE","hsyplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:06:03.065","1","stubenw1","F0:D5:BF:D8:CE:D0","Microsoft-Workstation","VPN-EMPLOYEE","hsyplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:05:34.481","1","siegelgj","44:39:C4:18:D4:5C","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:03:25.463","1","truehs","28:16:AD:C4:98:2A","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:02:56.728","1","haugenjl","80:00:0B:64:3E:9E","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:01:23.578","1","jenkinjm","28:16:AD:C4:0A:4F","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:01:11.356","1","lewises","C4:D9:87:2C:E0:9D","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-21 20:00:10.826","1","brothet","84:3A:4B:01:AC:E4","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:57:16.644","1","lipchom","4C:34:88:77:F1:73","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:56:30.913","1","westfakw","A8:13:74:3E:EC:8A","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:45:25.309","1","wingosw","F8:59:71:BD:95:16","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:44:18.787","1","wingosw","F8:59:71:BD:95:16","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:43:42.224","1","tufaroje","90:2E:1C:94:93:EB","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:43:14.675","1","snyderk2","7C:5C:F8:A0:C6:CA","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:38:59.088","1","ghilinln","F0:42:1C:7F:F0:F3","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:38:18.298","1","zluchomj","F0:42:1C:B4:36:38","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:28:57.605","1","wolfee","7C:5C:F8:BB:60:E3","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:27:15.868","1","castilkc","F4:8C:50:8A:EE:C7","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:23:35.391","1","KhanJ","C4:D9:87:16:EB:99","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:16:28.933","1","lindlej","F0:42:1C:26:8D:4C","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:14:11.351","1","nam","44:39:C4:19:75:0E","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","haddon-dc-nj-vpn01","All Device Types#Firewalls#ASA","All Locations#Production#DR Site","10.2.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:12:56.272","1","millerj3","28:16:AD:87:0C:85","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:10:07.74","1","polonte","8C:70:5A:D8:C9:50","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 23:00:21.752","1","mitcheja","14:AB:C5:D0:BE:43","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:59:04.615","1","cheliujj","90:61:AE:7C:B1:6D","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:54:42.935","1","mcdermgp","10:4A:7D:A9:58:7B","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:52:16.343","1","bellk","10:02:B5:4C:98:CF","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:43:51.354","1","boykina","80:00:0B:AF:3C:50","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:43:05.937","1","russela1","48:51:B7:04:C9:BE","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:38:54.863","1","teodecw","80:00:0B:C0:2A:65","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:38:27.832","1","kundav","A0:AF:BD:61:EA:B8","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:35:26.31","1","stenzell","E4:A4:71:C8:18:B5","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:33:11.011","1","wilemoc","F4:8C:50:89:74:E3","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:32:06.048","1","kiermaj","88:B1:11:99:2A:55","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:28:55.71","1","modivm","1C:4D:70:4E:A0:C0","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:28:53.802","1","glaubebs","20:47:47:AB:3D:EA","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:28:05.357","1","cowells","80:00:0B:BB:78:0D","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:27:10.314","1","simpsos1","F8:59:71:22:60:6E","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:19:38.29","1","millerk5","80:86:F2:0F:DC:B9","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:15:51.62","1","packj","A8:13:74:3C:65:F3","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:11:11.057","1","mossr2","E4:A7:A0:D9:E1:C6","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:10:29.219","1","janotarp","E4:A4:71:3F:BA:06","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:09:09.895","1","larsone","B8:8A:60:6B:49:B9","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:08:45.624","1","monahadj","5C:E0:C5:37:4B:CD","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:08:27.713","1","erwind","80:00:0B:A4:E6:F1","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:07:55.806","1","cookejm","C4:D9:87:F4:B6:13","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:07:05.453","1","dossd","C4:D9:87:5F:07:6C","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:04:00.676","1","penarx","14:AB:C5:41:86:60","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 22:00:11.156","1","bernhaat","E4:B3:18:3E:80:AF","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:58:18.356","1","thomasj5","A0:88:69:FB:49:D3","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:55:15.678","1","gentils","F4:8C:50:7E:55:18","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:52:36.198","1","johnseae","70:58:12:E3:6C:6C","Microsoft-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:48:27.874","1","debalkga","14:AB:C5:A2:ED:AB","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:48:14.249","1","cosgroj","C4:D9:87:7A:3B:CC","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn01","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.10","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:40:38.535","1","riveram1","80:00:0B:79:24:62","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:40:18.892","1","suderbj","E4:B3:18:21:22:B7","Windows7-Vista-2008","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
"2018-03-20 21:38:10.949","1","chens","90:61:AE:54:A2:95","Windows10-Workstation","VPN-EMPLOYEE","hdnplpsns001","hershey-dc-pa-vpn02","All Device Types#Firewalls#ASA","All Locations#Production","10.1.128.11","","Authentication succeeded","","PAP_ASCII","PAP_ASCII","","",
